text,date,score,Month
"In case you thought government trying to force home sales for â€œasylum seekersâ€ was a myth, this is already happening in Britain! https://www.dailymail.co.uk/news/article-13079637/Our-council-tried-force-sell-200-000-home-make-room-asylum-seekers-Elderly-couples-horror-strongly-worded-letter-lands-doorstep.html",2024-04,0,4
"We live on stolen land.   By â€œweâ€, I mean us mammals.   We stole it from the dinosaurs ğŸ¦– ğŸ˜¢",2024-04,0,4
Canâ€™t wait for Toy Story 5 & two more Moana movies. Yay â€¦,2024-04,0,4
"Falcon 9 launches from pad 4E in California, adding 22 new @Starlink satellites to the constellation",2024-04,0,4
Watch Falcon 9 launch 22 @Starlink satellites to orbit  https://nitter.net/i/broadcasts/1lPKqbyOPOeGb,2024-04,0,4
ğŸ˜‚,2024-04,0,4
"Whoa, this documentary of New York is intense!",2024-04,0,4
Congratulations to @swissloop_t for winning the 2024 Not-a-Boring Competition!   Dug to victory with a novel extruded tunnel liner.    Thanks and congrats to all teams who participated. Hope to see you again next year!,2024-04,0,4
So many April Foolâ€™s jokes that are actually plausible given the increasingly insane real things happening in the world!,2024-04,0,4
Starlink helps fund humanity getting to Mars,2024-04,0,4
Excited to join @Disney as their Chief DEI Officer.   Canâ€™t wait to work with Bob Iger & Kathleen Kennedy to make their content MORE woke!  Even the linguini.,2024-04,0,4
ğŸ’¯,2024-04,0,4
When you look out the window of the SpaceX Crew Dragon Capsule and see the International Space Station ğŸ¤¯ ğŸ‰  Video by NASA SpaceX Crew 6 member Sultan Al Neyadi.,2024-03,0,3
"~3.5 hours later, Falcon 9 launched 23 @Starlink satellites to low-Earth orbit from pad 40, completing our 260th reflight of an orbital class rocket on the seven-year anniversary of first achieving this feat",2024-03,0,3
"Liftoff of Falcon 9, marking 260 reflights of Falcon boosters since our first one seven years ago today!",2024-03,0,3
"At 5000 tons, Starship is the largest flying object ever made. Thrust is more than double the Saturn V moon rocket.  It is the first spaceship design capable of making life multiplanetary.  Goal of the next mission is to make it through the meteorically extreme heat of reentry.",2024-03,0,3
"SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 @Starlink missions.",2024-03,0,3
It gets particularly interesting when you trace to source documents,2024-03,0,3
Everyone can make calls on ğ• without having to share their phone number.  Go to Settings â¤ Privacy & Safety â¤ Direct Messages  â¤ Enable Audio & Video Calling.,2024-03,0,3
The 2024 Not-a-Boring Competition is heating up...24 hours till the race begins!,2024-03,0,3
History is complicated  https://en.m.wikipedia.org/wiki/First_Council_of_Nicaea,2024-03,0,3
Oh hi youtube ğŸ«¡,2024-03,0,3
Yup,2024-03,0,3
"Only 379,000 births in Italy for 2023, the lowest annual figure since the country's unification in 1861.",2024-03,0,3
"Your subscription go ğ• Premium and Premium+ supports the following:  Free speech.   What you get (based on your subscription tier): - monetization - heightened engagement  - ad-free timeline - a cool checkmark - long video uploads - access to Grok, Articles, other upcoming future features",2024-03,0,3
I see a lot of people complaining about spam in their replies etc.   Iâ€™ve had my settings for notifications set up like this for over a year now and it is SO GOOD.  Hereâ€™s how you do it:   Settings >>Notifications >> Filters >> Quality Filter âœ… >> Muted Notifications  âœ… everything.   Perhaps X should add an option to mute those who donâ€™t subscribe to Premium.,2024-03,0,3
"As always, suggestions for improving Community Notes are much appreciated.   The aspiration of this platform is to be by far the best source of truth on Earth. Nothing will ever be perfect, but we shall strive to be less wrong every day.",2024-03,0,3
Supporting your right to freedom of speech,2024-03,0,3
"Today, ğ• started paying for ads appearing on profiles as well.  Here's a comparison of payouts for some ğ• creators compared to their last payouts. There is a significant boost in their earnings.",2024-03,0,3
Congrats Tesla Team!,2024-03,0,3
Meta was also falsely claiming credit for sales that actually originated from ğ•,2024-03,0,3
,2024-03,0,3
,2024-03,0,3
Should be available on ğ• next week.   Grok 2 should exceed current AI on all metrics. In training now.,2024-03,0,3
The first condition of progress is the removal of censorship. - Durant,2024-03,0,3
"Modern Western civilization has extraordinary empathy compared to its power. This is also arguably its greatest weakness.  With the nuclear bomb, America could have subjugated every nation on Earth with ease. Hitler and Stalin would certainly have done so.  Instead, America helped rebuild Germany and Japan!  There is no historical precedent for a nation with so much power helping, rather than destroying, its defeated enemies.",2024-03,0,3
Many upgrades to ğ• Communities!,2024-03,0,3
Amen,2024-03,0,3
Something is deeply wrong with the justice system,2024-03,2,3
"I favor empathy, but the assumption that empathy will always be reciprocated is false",2024-03,0,3
"Many movies exist about a lone inventor in a garage having a eureka moment, but almost none about manufacturing, so itâ€™s underappreciated by the public.  Compared to the insane pain of reaching high-volume, positive-margin production, prototypes are a piece of cake.",2024-03,0,3
"Why Political Advertisers should choose X?  â€¢ This year, ğ• had 1,000 likes per second, 5 million impressions per minute, and more than 9 billion total engagements on posts covering News & Politics.  â€¢ 84% of US policy and opinion leaders actively engage with voters across ğ•'s diverse user base of over 90 million in the US.  â€¢ 98% of ğ•'s US audience is of voting age.  â€¢ 250 million people use ğ• every day. 550 million people visit the global town square every month.  No other platform can foster this level of engagement at scale like ğ•. ğ• serves as the global town square, where the public gathers to experience their lives in real-time.  via @stenmc",2024-03,0,3
Yup,2024-03,0,3
The Dem Party goal is to import voters,2024-03,0,3
"If you support free speech, get a premium subscription.",2024-03,0,3
Interesting,2024-03,0,3
Thank you. Subscribing is the only way to ensure that major brand advertisers cannot demand censorship of this platform.,2024-03,0,3
ğŸ˜‚,2024-03,0,3
New York taxes citizens and gives the money to illegals,2024-03,0,3
This video speaks for itself,2024-03,0,3
Failure to prosecute crime in New York (and many other US cities) allows violent criminals to assault women at will!  The governor had to call out the national guard just so people could ride the subway.,2024-03,0,3
It should not be acceptable for any company in the gaming industry to be racist & sexist against â€œwhite guysâ€,2024-03,2,3
Send X.com links to friends so that they know whatâ€™s actually going on!,2024-03,0,3
Static fire of a single Raptor engine using the header tanks on Flight 4 Starship,2024-03,0,3
"Ideally, there would be no deaths, but, when they do happen, public perception of frequency should match reality as closely as possible",2024-03,0,3
"Going forward, all ğ• accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free",2024-03,0,3
"In reality, legacy media views went down and this platform went up",2024-03,0,3
Wow â€¦,2024-03,0,3
Starlink now in Argentina!,2024-03,0,3
Getting ready for Flight 4 of Starship!  Goal of this mission is for Starship to get through max reentry heating with all systems functioning.,2024-03,0,3
Not cool that she undermined math education in California,2024-03,0,3
Population of Earth: 8 Billion   Global Impressions Last Year on ğ•: 5 Trillion+,2024-03,0,3
"This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter!",2024-03,0,3
"Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers.   No exceptions.  Nothing is perfect, but Notes is the best source of truth on the Internet by far.",2024-03,0,3
"NBC just hired & immediately fired Ronna McDaniel, because the team refused to let even one Republican join them â€“ thatâ€™s how biased they are!",2024-03,1,3
Financial operating systems matter,2024-03,0,3
"Grok has normal mode and fun mode. Tonight, we decided to add an unhinged fun mode. It is next-level ğŸ¤£ğŸ¤£",2024-03,0,3
Nothing more precious than old friends,2024-03,0,3
"Under your supervision, FSD V12.3 can drive your Tesla almost anywhere",2024-03,0,3
,2024-03,0,3
"Politicians are quick to approve policies that favor tenants over landlords.   But these rules donâ€™t just protect tenants, they protect squatters too.   So what do you do when a squatter moves into YOUR home?",2024-03,0,3
This will be a spicy year,2024-03,0,3
"Later this week, Grok will be enabled for all premium subscribers (not just premium+)",2024-03,0,3
"On the other hand, legacy media did actually decline by 20% last year",2024-03,0,3
True,2024-03,0,3
Yes!,2024-03,0,3
The Media Panics As More And More Women Choose To Dump Their Birth Control,2024-03,0,3
"French bill would outlaw gender procedures on kids, calling them ""one of the greatest ethical scandals in the history of medicine"" https://notthebee.com/t1d67 https://notthebee.com/t1d67",2024-03,0,3
Fake news thatâ€™s truer than the â€œrealâ€ news ğŸ˜‚,2024-03,0,3
Found this in my fortune cookie tonight,2024-03,0,3
Falcon 9â€™s first stage has landed on the A Shortfall of Gravitas droneship,2024-03,0,3
Full-duration static fire of all six Raptor engines on Flight 4 Starship,2024-03,0,3
Just when you think reality canâ€™t get more surreal ğŸ¤£ğŸ¤£,2024-03,0,3
This platform will always fight for free speech.,2024-03,0,3
The circle will be complete,2024-03,0,3
,2024-03,0,3
"If in doubt, always listen to @JohnCleese! https://piped.video/HLNhPMQnWu4?si=5cRhjMM0gvvwgZGx",2024-03,0,3
Bye bye ğŸ˜˜,2024-03,0,3
"Everyone, yes everyone, is far right! ğŸ˜‚",2024-03,0,3
In support of your right to speak,2024-03,0,3
fyi,2024-03,0,3
We aim to build the future of brain-computer interfaces. Want to create the future with us?  Apply to openings on our career page: neuralink.com/careers  Apply to join our Patient Registry: neuralink.com/patient-registâ€¦,2024-03,0,3
"Falcon 9 has landed on Just Read the Instructions, completing this booster's 19th mission and the 75th landing on this droneship",2024-03,1,3
Yup,2024-03,0,3
"Yeah, US immigration is completely backwards: trivial to enter illegally and nightmarishly difficult to enter legally!  I strongly support increasing and expediting legal immigration.",2024-03,0,3
Please forward links to ğ• posts to your friends so they know whatâ€™s actually happening.   Some people still believe the legacy media!,2024-03,0,3
Also insane!,2024-03,0,3
This is insane!,2024-03,0,3
Werner Herzog makes a great point  https://piped.video/G_7Ta_4coy4?si=ipR_k9MGjNlNkoEZ,2024-03,0,3
Pin your best content and it will receive far more views,2024-03,0,3
Your home is no longer your home in many states,2024-03,0,3
Ironic,2024-03,0,3
Reality vs perception is very different,2024-03,0,3
ğŸ˜‚ğŸ˜‚,2024-03,0,3
Correct,2024-03,0,3
"Old Twitter gave special preference to â€œrealâ€ journalists, even when they lied",2024-03,0,3
,2024-03,0,3
The @SpaceX Dragon cargo spacecraft soars 262 miles over China as it approaches the station for docking around 7:16am ET.,2024-03,0,3
,2024-03,0,3
$34.5 trillion in debt and increasing at the rate of $3 trillion per year.  And Congress just passed another $1.2 trillion spending bill stuff with pork and earmarks.,2024-03,1,3
"Starbase, Texas, rocket factory",2024-03,0,3
Wow,2024-03,0,3
"A federal judge has upheld a Washington, D.C. law allowing noncitizens, including illegals, to vote in municipal elections.  We went from â€œwhat is a woman?â€ to â€œwhat is an American?â€ in about two years.   Illegals get all the benefits of citizenship with hardly any of the responsibilities.   thenationalpulse.com/2024/03â€¦",2024-03,0,3
Docking confirmed â€“ Dragon has arrived at the @Space_Station!,2024-03,0,3
"Under the hood update: Introducing Topic Models, which improve Community Notesâ€™ ability to identify notes that are helpful to people from different points of view.  Community Notes shows notes that are found helpful by people whoâ€™ve disagreed in their past ratings. Now, it will factor in both whether raters have disagreed in general as well as on the specific topic of the note. This strengthens the algorithmâ€™s ability to find notes that bridge across topics. Weâ€™re initially trialing a small set of Topic Models and will monitor their effectiveness at identifying broadly helpful notes.  As always, code and details are open-source in GitHub, and your feedback helps drive improvements like this one: https://github.com/twitter/communitynotes/commit/82b704c652eac94500f70a19e4f27a5ba842b430",2024-03,0,3
Flight 4 Starship moved to the pad at Starbase for upcoming static fires,2024-03,0,3
"Today's cover: Over 100 migrants break through razor wire, knock down guards as they illegally cross El Paso border in wild scene https://trib.al/CgoyDoh",2024-03,0,3
BIDEN ADMIN TARGETS ELON IN SEC DISPUTE  The Biden administration urged the Supreme Court to deny Elon's appeal in his clash with the SEC over a 2018 Tesla tweet.   Elon is fighting for free speech; but the government says the move aims to curb misinformation.   Source: Reuters,2024-03,1,3
"Pin your best content to your profile. It will get a boost and appear in the ""For You"" feed of all your followers.",2024-03,0,3
Hear about Neuralink from someone who has our Telepathy cybertech implant!,2024-03,0,3
"First ever post made just by thinking, using the @Neuralnk Telepathy device!",2024-03,0,3
We all have our demons to fight,2024-03,0,3
True,2024-03,0,3
Falcon 9 launches Dragon to the @Space_Station from pad 40 in Florida,2024-03,0,3
This feature is great,2024-03,0,3
ğ• Traffic Update   The organic traffic for March is already up by 5.09% and is at 642 million ğŸ‡ºğŸ‡¸,2024-03,0,3
Some Falcon landing shots,2024-03,0,3
ğ• is adding new filters to the job search!  via @nima_owji,2024-03,0,3
Wow,2024-03,0,3
They are,2024-03,0,3
Squatters Can Now Come In And Steal Your Home With No Consequences,2024-03,0,3
"When sending medical advice, ask your doctor, but also ask an experienced nurse.   Nurses are underrated.",2024-03,0,3
"Reality has become more bizarre than parody!  Also, employment discrimination is illegal, so they are breaking the law.",2024-03,0,3
"And, although it shouldnâ€™t need to said, I believe in the Constitution and freedom of speech",2024-03,0,3
This is a battle to the death with the anti-civilizational woke mind virus.   My positions are centrist: - Secure borders  - Safe & clean cities - Donâ€™t bankrupt America with spending - Racism against any race is wrong - No sterilization below age of consent   Is this right-wing?,2024-03,2,3
ğŸ¯,2024-03,0,3
Google is deeply infected with the woke mind virus,2024-03,0,3
The New York Times is pure propaganda,2024-03,0,3
How committed is the Biden administration to an open border? It took the Supreme Court overruling White House objections to allow Texas to enforce immigration law.,2024-03,0,3
ğ• in numbers!  ğŸš€,2024-03,0,3
Livestream of @Neuralink demonstrating â€œTelepathyâ€ â€“ controlling a computer and playing video games just by thinking,2024-03,0,3
"Right now, the Supreme Court is hearing a big free speech case: https://www.supremecourt.gov/oral_arguments/live.aspx  A lower court ruled that the Biden admin violated the 1st Amendment, as it pressured companies to censor news about Hunter's laptop, Covid, and more.  TRUE things were censored, like:",2024-03,0,3
,2024-03,0,3
Teams test the new emergency chutes from the pad 40 crew tower in Florida,2024-03,0,3
Dragon is now operational on 2 launchpads!,2024-03,0,3
ğŸŠ is the new ğŸ‹,2024-03,0,3
.@steveaoki just received his Cybertruck,2024-03,0,3
"BREAKING: ğ• has paid more than $45 million to over 150,000 creators on the platform.",2024-03,1,3
"As always, I say this as an immigrant who is proud to have become a citizen and who supports expanded and expedited *legal* immigration",2024-03,0,3
"Crazy that Texas has to do the job of the Biden administration, which filed aggressive legal action to stop the state!  If anyone still doesnâ€™t believe that ushering in illegals is the goal of the Biden administration, this should convince them.",2024-03,0,3
"Most reasonable people, because they are reasonable, cannot believe that the goal of the far left is to end America",2024-03,0,3
ğŸ’¯,2024-03,0,3
â€œPolitical refugeeâ€,2024-03,0,3
Troubling,2024-03,0,3
Misplaced empathy causes great harm,2024-03,0,3
Andi Lynn Blair.  Her life was cut short by #BidensBorderBloodbath,2024-03,0,3
".@ElonMusk Issues Emotional Statement in the Final Minutes of Don Lemon Interview  â€œIf I died knowing that I did what was right, or did my best to do what was right, and even if in the history books they said I did wrong, I would still feel okay about that. I care about the reality of goodness, not the perception of it.â€  â€œWe want to make sure that we donâ€™t have, for example, demographic collapse, which is the case in a lot of countries â€” just very low birth rate. We want to avoid, obviously avoid, World War 3. Anything that is a civilizational risk. That is what I care about. Civilizational risks.â€",2024-03,0,3
An example of why it is so important to preserve freedom of speech,2024-03,0,3
This is actually happening!,2024-03,0,3
It is concerning that the legacy press would lie so blatantly,2024-03,0,3
Falcon 9 launches @Starlink satellites to orbit from California,2024-03,0,3
,2024-03,0,3
Interesting,2024-03,0,3
"LIVE: @elonmusk talks about restoring free speech with X  ""There's a reason we have the First Amendment.   Why does it exist?  It exists because people came from countries where they could not speak freely. Where if they did speak their mind, they would be imprisoned or killed.""",2024-03,0,3
"The media is broken  Tribalism and censorship rule  On ğ•, let us be different  Support good faith arguments, and problem solvers  Let the insincere empathy farmers starve for attention",2024-03,0,3
Liftoff!,2024-03,0,3
Discussion about free speech,2024-03,0,3
Hearing news from actual experts or people on the ground is way better than having it be filtered through non-experts (media) or people who werenâ€™t actually there,2024-03,0,3
Discussing freedom of speech,2024-03,0,3
"With rare exception, almost the entire legacy media industry is a politically far left cheering squad",2024-03,0,3
Nothing is clearer in history than the adoption by successful rebels of the methods they were accustomed to condemn in the forces they deposed.  â€” Will and Ariel Durant,2024-03,0,3
,2024-03,0,3
BIDENâ€™s BORDER BLOODBATH  #BidensBorderBloodbath  Pass it on!,2024-03,0,3
"X has over 8 billion daily active user minutes on average so far in 2024, up 10% from last year.",2024-03,0,3
Latest platform user data!,2024-03,0,3
We have imported the criminal underworlds of 100 different countries,2024-03,0,3
And the Biden Administration does nothing,2024-03,0,3
This is important,2024-03,0,3
Sounds very biased,2024-03,0,3
"#14 What were these classifiers?  Here's a leaked document, ""Fringe ranking/classifier.""  Google ranked ABC, CBS, and CNN as more â€œauthoritativeâ€ than the â€œtrashyâ€ Fox News and Breitbart.  This is how Big Tech manually interjects political bias into search results and algorithms.",2023-01,1,1
This article understates the magnitude of the problem â€“ Google interferes to help Democrats thousands of times every election season!  This is to be expected when their censorship (aka â€œTrust & Safetyâ€) teams are have far left political views.,2024-03,0,3
grok-1 is out!  come do your life's work @ xAI - x.ai/careers,2024-03,0,3
"Over time the newspapers have been fading away in relevance.   Not gone, just as writing and mailing paper letters still happens, but no longer the way most people know whatâ€™s going on.",2024-03,1,3
Metaphor murderers,2024-03,0,3
Elon Musk talked about T.I.T.S and A.S.S on ğ•-Space ğŸ¤£,2024-03,0,3
,2024-03,0,3
Please sign up to rate & contribute Community Notes to increase accuracy on ğ•!,2024-03,0,3
"Still work to do, but this platform is already by far the most transparent & truth-seeking (not a high bar tbh)",2024-03,1,3
â–‘Wâ–‘Eâ–‘Iâ–‘Gâ–‘Hâ–‘Tâ–‘Sâ–‘Iâ–‘Nâ–‘Bâ–‘Iâ–‘Oâ–‘,2024-03,0,3
Many Americans still have no idea this happened,2024-03,0,3
Yeah,2024-03,0,3
!!,2024-03,0,3
How to share a post with people outside this platform,2024-03,1,3
,2024-03,0,3
Please send links from this platform to your friends who are still being misled by the legacy media!,2024-03,0,3
Speech with full context,2024-03,0,3
Legacy media lies,2024-03,0,3
Easy to tell who is an NPC today,2024-03,0,3
